RefDes     X          Y          Rot.       Exact     (FREE)    Side
U2R        10194.0202 6874.0128  000        EXACT     (FREE)    Bottom                        
U2S        10194.0202 5874.0128  000        EXACT     (FREE)    Bottom                        
U2T        10194.0202 4874.0128  000        EXACT     (FREE)    Bottom                        
U2U        10194.0202 3874.0128  000        EXACT     (FREE)    Bottom                        
U2V        10194.0202 2874.0128  000        EXACT     (FREE)    Bottom                        
U2W        10194.0202 1874.0128  000        EXACT     (FREE)    Bottom                        
U2X        10194.0202 874.0128   000        EXACT     (FREE)    Bottom                        
U3         525.0000   11285.0000 000        EXACT     (FREE)    Top                           
U4         6122.0000  2321.0000  270        EXACT     (FREE)    Top                           
U5         2640.0000  380.0000   000        EXACT     (FREE)    Top                           
U6         2640.0000  1380.0000  000        EXACT     (FREE)    Top                           
U7         510.0000   1290.0000  000        EXACT     (FREE)    Top                           
U8         6435.0000  10620.0000 090        EXACT     (FREE)    Top                           
U9         525.0000   7285.0000  000        EXACT     (FREE)    Top                           
U10        510.0000   5290.0000  000        EXACT     (FREE)    Top                           
U11        520.0000   6330.0000  000        EXACT     (FREE)    Top                           
U12        6000.0000  7200.0000  270        EXACT     (FREE)    Top                           
U13        4750.0000  6260.0000  270        EXACT     (FREE)    Top                           
U14        4000.0000  7200.0000  180        EXACT     (FREE)    Top                           
U15        520.0000   2330.0000  000        EXACT     (FREE)    Top                           
U16        525.0000   3285.0000  000        EXACT     (FREE)    Top                           
U17        510.0000   9290.0000  000        EXACT     (FREE)    Top                           
U18        520.0000   10330.0000 000        EXACT     (FREE)    Top                           
U19        4710.0000  11040.0000 270        EXACT     (FREE)    Top                           
U20        4710.0000  11860.0000 270        EXACT     (FREE)    Top                           
U21        7250.0000  11045.0000 000        EXACT     (FREE)    Top                           
U22        7250.0000  11845.0000 000        EXACT     (FREE)    Top                           
U23        6960.0000  10400.0000 000        EXACT     (FREE)    Top                           
U24        5070.0000  10390.0000 000        EXACT     (FREE)    Top                           
U25        11475.0000 8965.0000  180        EXACT     (FREE)    Top                           
U26        11490.0000 10960.0000 180        EXACT     (FREE)    Top                           
U27        11480.0000 9920.0000  180        EXACT     (FREE)    Top                           
U28        11475.0000 4965.0000  180        EXACT     (FREE)    Top                           
U29        11490.0000 6960.0000  180        EXACT     (FREE)    Top                           
U30        11480.0000 5920.0000  180        EXACT     (FREE)    Top                           
U31        11475.0000 965.0000   180        EXACT     (FREE)    Top                           
U32        11490.0000 2960.0000  180        EXACT     (FREE)    Top                           
U33        11480.0000 1920.0000  180        EXACT     (FREE)    Top                           
U34        7250.0000  5990.0000  090        EXACT     (FREE)    Top                           
U35        8000.0000  7200.0000  000        EXACT     (FREE)    Top                           
U36        5420.0000  1390.0000  180        EXACT     (FREE)    Top                           
U37        2640.0000  2380.0000  000        EXACT     (FREE)    Top                           
U38        2640.0000  3380.0000  000        EXACT     (FREE)    Top                           
U39        542.0000   380.0000   000        EXACT     (FREE)    Top                           
U40        6520.0000  11330.0000 270        EXACT     (FREE)    Top                           
U41        6390.0000  10230.0000 090        EXACT     (FREE)    Top                           
U42        542.0000   4380.0000  000        EXACT     (FREE)    Top                           
U43        542.0000   8380.0000  000        EXACT     (FREE)    Top                           
U44        11250.0000 12000.0000 180        EXACT     (FREE)    Top                           
U45        11510.0000 7820.0000  180        EXACT     (FREE)    Bottom                        
U46        11458.0000 3870.0000  180        EXACT     (FREE)    Top                           
U47        2640.0000  4380.0000  000        EXACT     (FREE)    Top                           
U48        2640.0000  5380.0000  000        EXACT     (FREE)    Top                           
U49        2640.0000  6380.0000  000        EXACT     (FREE)    Top                           
U50        2640.0000  7380.0000  000        EXACT     (FREE)    Top                           
U51        2640.0000  8380.0000  000        EXACT     (FREE)    Top                           
U52        2640.0000  9380.0000  000        EXACT     (FREE)    Top                           
U53        2640.0000  10380.0000 000        EXACT     (FREE)    Top                           
U54        2640.0000  11380.0000 000        EXACT     (FREE)    Top                           
U55        9360.0000  11870.0000 180        EXACT     (FREE)    Top                           
U56        9360.0000  10870.0000 180        EXACT     (FREE)    Top                           
U57        9360.0000  9870.0000  180        EXACT     (FREE)    Top                           
